GroupNum, GroupType, TypeTest, PartID, Partner, Round, Shape, KeyPressed, PositionItem, ChosenItem, GoodItem, ACC, Word, ID_CG
2,HM,block1_passive_exp,4,999,0,5,999,999,999,999,999,nekuki,0
2,HM,block1_passive_exp,4,999,0,0,999,999,999,999,999,nusa,0
2,HM,block1_passive_exp,4,999,0,6,999,999,999,999,999,anap,0
2,HM,block1_passive_exp,4,999,0,4,999,999,999,999,999,puak,0
2,HM,block1_passive_exp,4,999,0,1,999,999,999,999,999,nus,0
2,HM,block1_passive_exp,4,999,0,7,999,999,999,999,999,aike,0
2,HM,block1_passive_exp,4,999,0,2,999,999,999,999,999,kesip,0
2,HM,block1_passive_exp,4,999,0,3,999,999,999,999,999,esip,0
2,HM,block2_passive_exp,4,999,0,6,999,999,999,999,999,anap,0
2,HM,block2_passive_exp,4,999,0,5,999,999,999,999,999,nekuki,0
2,HM,block2_passive_exp,4,999,0,4,999,999,999,999,999,puak,0
2,HM,block2_passive_exp,4,999,0,7,999,999,999,999,999,aike,0
2,HM,block2_passive_exp,4,999,0,1,999,999,999,999,999,nus,0
2,HM,block2_passive_exp,4,999,0,2,999,999,999,999,999,kesip,0
2,HM,block2_passive_exp,4,999,0,3,999,999,999,999,999,esip,0
2,HM,block2_passive_exp,4,999,0,0,999,999,999,999,999,nusa,0
2,HM,testing_set,4,999,0,6,999,999,999,999,0,enuik,0
2,HM,testing_set,4,999,0,7,999,999,999,999,1,aike,0
2,HM,testing_set,4,999,0,1,999,999,999,999,1,nus,0
2,HM,testing_set,4,999,0,5,999,999,999,999,0,pinak,0
2,HM,testing_set,4,999,0,2,999,999,999,999,0,nesu,0
2,HM,testing_set,4,999,0,4,999,999,999,999,1,puak,0
2,HM,testing_set,4,999,0,3,999,999,999,999,0,espin,0
2,HM,testing_set,4,999,0,0,999,999,999,999,1,nusa,0
2,HM,ComGame_Guesser,4,3,1,5,5,0,2,5,0,none,0
2,HM,ComGame_Producer,4,3,1,1,999,999,999,999,999,nus,0
2,HM,ComGame_Guesser,4,3,1,3,2,1,3,3,1,none,1
2,HM,ComGame_Producer,4,3,1,7,999,999,999,999,999,aike,1
2,HM,ComGame_Guesser,4,3,1,4,6,2,6,4,0,none,2
2,HM,ComGame_Producer,4,3,1,2,999,999,999,999,999,epiu,2
2,HM,ComGame_Guesser,4,3,1,1,8,3,0,1,0,none,3
2,HM,ComGame_Producer,4,3,1,4,999,999,999,999,999,esan,3
2,HM,ComGame_Guesser,4,3,1,2,2,4,3,2,0,none,4
2,HM,ComGame_Producer,4,3,1,0,999,999,999,999,999,piak,4
2,HM,ComGame_Guesser,4,3,1,6,6,5,6,6,1,none,5
2,HM,ComGame_Producer,4,3,1,3,999,999,999,999,999,epik,5
2,HM,ComGame_Guesser,4,3,1,7,7,6,7,7,1,none,6
2,HM,ComGame_Producer,4,3,1,5,999,999,999,999,999,nuik,6
2,HM,ComGame_Guesser,4,3,1,0,4,7,1,0,0,none,7
2,HM,ComGame_Producer,4,3,1,6,999,999,999,999,999,pup,7
2,HM,ComGame_Guesser,4,2,2,1,8,3,0,1,0,none,0
2,HM,ComGame_Producer,4,2,2,6,999,999,999,999,999,puip,0
2,HM,ComGame_Guesser,4,2,2,6,7,5,7,6,0,none,1
2,HM,ComGame_Producer,4,2,2,5,999,999,999,999,999,puine,1
2,HM,ComGame_Guesser,4,2,2,5,3,0,4,5,0,none,2
2,HM,ComGame_Producer,4,2,2,2,999,999,999,999,999,esan,2
2,HM,ComGame_Guesser,4,2,2,4,2,2,3,4,0,none,3
2,HM,ComGame_Producer,4,2,2,1,999,999,999,999,999,nusi,3
2,HM,ComGame_Guesser,4,2,2,7,7,6,7,7,1,none,4
2,HM,ComGame_Producer,4,2,2,0,999,999,999,999,999,puni,4
2,HM,ComGame_Guesser,4,2,2,0,8,7,0,0,1,none,5
2,HM,ComGame_Producer,4,2,2,4,999,999,999,999,999,eaik,5
2,HM,ComGame_Guesser,4,2,2,2,2,4,3,2,0,none,6
2,HM,ComGame_Producer,4,2,2,3,999,999,999,999,999,nikip,6
2,HM,ComGame_Guesser,4,2,2,3,2,1,3,3,1,none,7
2,HM,ComGame_Producer,4,2,2,7,999,999,999,999,999,aike,7
2,HM,ComGame_Producer,4,1,3,5,999,999,999,999,999,aipu,0
2,HM,ComGame_Guesser,4,1,3,1,8,3,0,1,0,none,0
2,HM,ComGame_Producer,4,1,3,7,999,999,999,999,999,aike,1
2,HM,ComGame_Guesser,4,1,3,5,1,0,5,5,1,none,1
2,HM,ComGame_Producer,4,1,3,6,999,999,999,999,999,piun,2
2,HM,ComGame_Guesser,4,1,3,2,3,4,4,2,0,none,2
2,HM,ComGame_Producer,4,1,3,4,999,999,999,999,999,sikin,3
2,HM,ComGame_Guesser,4,1,3,3,3,1,4,3,0,none,3
2,HM,ComGame_Producer,4,1,3,0,999,999,999,999,999,nus,4
2,HM,ComGame_Guesser,4,1,3,6,6,5,6,6,1,none,4
2,HM,ComGame_Producer,4,1,3,2,999,999,999,999,999,aiku,5
2,HM,ComGame_Guesser,4,1,3,7,7,6,7,7,1,none,5
2,HM,ComGame_Producer,4,1,3,3,999,999,999,999,999,pike,6
2,HM,ComGame_Guesser,4,1,3,0,5,7,2,0,0,none,6
2,HM,ComGame_Producer,4,1,3,1,999,999,999,999,999,nus,7
2,HM,ComGame_Guesser,4,1,3,4,5,2,2,4,0,none,7
2,HM,ComGame_Guesser,4,3,4,5,1,0,5,5,1,none,0
2,HM,ComGame_Producer,4,3,4,0,999,999,999,999,999,piuk,0
2,HM,ComGame_Guesser,4,3,4,0,8,7,0,0,1,none,1
2,HM,ComGame_Producer,4,3,4,4,999,999,999,999,999,nuike,1
2,HM,ComGame_Guesser,4,3,4,6,6,5,6,6,1,none,2
2,HM,ComGame_Producer,4,3,4,1,999,999,999,999,999,nus,2
2,HM,ComGame_Guesser,4,3,4,4,2,2,3,4,0,none,3
2,HM,ComGame_Producer,4,3,4,7,999,999,999,999,999,aike,3
2,HM,ComGame_Guesser,4,3,4,1,4,3,1,1,1,none,4
2,HM,ComGame_Producer,4,3,4,2,999,999,999,999,999,kinu,4
2,HM,ComGame_Guesser,4,3,4,7,7,6,7,7,1,none,5
2,HM,ComGame_Producer,4,3,4,6,999,999,999,999,999,asap,5
2,HM,ComGame_Guesser,4,3,4,2,2,4,3,2,0,none,6
2,HM,ComGame_Producer,4,3,4,3,999,999,999,999,999,sik,6
2,HM,ComGame_Guesser,4,3,4,3,2,1,3,3,1,none,7
2,HM,ComGame_Producer,4,3,4,5,999,999,999,999,999,akununu,7
2,HM,ComGame_Guesser,4,2,5,2,5,4,2,2,1,none,0
2,HM,ComGame_Producer,4,2,5,0,999,999,999,999,999,nus,0
2,HM,ComGame_Guesser,4,2,5,1,4,3,1,1,1,none,1
2,HM,ComGame_Producer,4,2,5,6,999,999,999,999,999,asap,1
2,HM,ComGame_Guesser,4,2,5,5,1,0,5,5,1,none,2
2,HM,ComGame_Producer,4,2,5,1,999,999,999,999,999,nus,2
2,HM,ComGame_Guesser,4,2,5,7,3,6,4,7,0,none,3
2,HM,ComGame_Producer,4,2,5,5,999,999,999,999,999,akunu,3
