GroupNum, GroupType, TypeTest, PartID, Partner, Round, Shape, KeyPressed, PositionItem, ChosenItem, GoodItem, ACC, Word, ID_CG
3,HM,block1_passive_exp,3,999,0,3,999,999,999,999,999,esip,0
3,HM,block1_passive_exp,3,999,0,6,999,999,999,999,999,anap,0
3,HM,block1_passive_exp,3,999,0,0,999,999,999,999,999,nusa,0
3,HM,block1_passive_exp,3,999,0,1,999,999,999,999,999,nus,0
3,HM,block1_passive_exp,3,999,0,5,999,999,999,999,999,nekuki,0
3,HM,block1_passive_exp,3,999,0,2,999,999,999,999,999,kesip,0
3,HM,block1_passive_exp,3,999,0,4,999,999,999,999,999,puak,0
3,HM,block1_passive_exp,3,999,0,7,999,999,999,999,999,aike,0
3,HM,block2_passive_exp,3,999,0,0,999,999,999,999,999,nusa,0
3,HM,block2_passive_exp,3,999,0,7,999,999,999,999,999,aike,0
3,HM,block2_passive_exp,3,999,0,6,999,999,999,999,999,anap,0
3,HM,block2_passive_exp,3,999,0,3,999,999,999,999,999,esip,0
3,HM,block2_passive_exp,3,999,0,4,999,999,999,999,999,puak,0
3,HM,block2_passive_exp,3,999,0,1,999,999,999,999,999,nus,0
3,HM,block2_passive_exp,3,999,0,5,999,999,999,999,999,nekuki,0
3,HM,block2_passive_exp,3,999,0,2,999,999,999,999,999,kesip,0
3,HM,testing_set,3,999,0,6,999,999,999,999,0,anapi,0
3,HM,testing_set,3,999,0,7,999,999,999,999,1,aike,0
3,HM,testing_set,3,999,0,0,999,999,999,999,0,,0
3,HM,testing_set,3,999,0,2,999,999,999,999,0,neki,0
3,HM,testing_set,3,999,0,4,999,999,999,999,0,puas,0
3,HM,testing_set,3,999,0,5,999,999,999,999,1,nekuki,0
3,HM,testing_set,3,999,0,3,999,999,999,999,0,nuas,0
3,HM,testing_set,3,999,0,1,999,999,999,999,1,nus,0
3,HM,ComGame_Producer,3,4,1,0,999,999,999,999,999,nuki,0
3,HM,ComGame_Guesser,3,4,1,4,7,6,4,4,1,none,0
3,HM,ComGame_Producer,3,4,1,5,999,999,999,999,999,nekuki,1
3,HM,ComGame_Guesser,3,4,1,0,4,0,2,0,0,none,1
3,HM,ComGame_Producer,3,4,1,7,999,999,999,999,999,aike,2
3,HM,ComGame_Guesser,3,4,1,2,1,3,0,2,0,none,2
3,HM,ComGame_Producer,3,4,1,2,999,999,999,999,999,kupi,3
3,HM,ComGame_Guesser,3,4,1,1,6,4,6,1,0,none,3
3,HM,ComGame_Producer,3,4,1,1,999,999,999,999,999,asep,4
3,HM,ComGame_Guesser,3,4,1,5,2,1,5,5,1,none,4
3,HM,ComGame_Producer,3,4,1,6,999,999,999,999,999,anasp,5
3,HM,ComGame_Guesser,3,4,1,3,8,7,3,3,1,none,5
3,HM,ComGame_Producer,3,4,1,4,999,999,999,999,999,nuka,6
3,HM,ComGame_Guesser,3,4,1,6,6,5,6,6,1,none,6
3,HM,ComGame_Producer,3,4,1,3,999,999,999,999,999,nespi,7
3,HM,ComGame_Guesser,3,4,1,7,3,2,7,7,1,none,7
3,HM,ComGame_Guesser,3,1,2,5,2,1,5,5,1,none,0
3,HM,ComGame_Producer,3,1,2,1,999,999,999,999,999,nus,0
3,HM,ComGame_Guesser,3,1,2,7,3,2,7,7,1,none,1
3,HM,ComGame_Producer,3,1,2,5,999,999,999,999,999,nukuki,1
3,HM,ComGame_Guesser,3,1,2,6,1,5,0,6,0,none,2
3,HM,ComGame_Producer,3,1,2,2,999,999,999,999,999,puaki,2
3,HM,ComGame_Guesser,3,1,2,4,7,6,4,4,1,none,3
3,HM,ComGame_Producer,3,1,2,3,999,999,999,999,999,nuas,3
3,HM,ComGame_Guesser,3,1,2,0,8,0,3,0,0,none,4
3,HM,ComGame_Producer,3,1,2,6,999,999,999,999,999,anasp,4
3,HM,ComGame_Guesser,3,1,2,2,8,3,3,2,0,none,5
3,HM,ComGame_Producer,3,1,2,7,999,999,999,999,999,aike,5
3,HM,ComGame_Guesser,3,1,2,3,8,7,3,3,1,none,6
3,HM,ComGame_Producer,3,1,2,0,999,999,999,999,999,nuaki,6
3,HM,ComGame_Guesser,3,1,2,1,5,4,1,1,1,none,7
3,HM,ComGame_Producer,3,1,2,4,999,999,999,999,999,puaki,7
3,HM,ComGame_Guesser,3,2,3,3,8,7,3,3,1,none,0
3,HM,ComGame_Producer,3,2,3,1,999,999,999,999,999,nus,0
3,HM,ComGame_Guesser,3,2,3,6,1,5,0,6,0,none,1
3,HM,ComGame_Producer,3,2,3,4,999,999,999,999,999,puaki,1
3,HM,ComGame_Guesser,3,2,3,0,4,0,2,0,0,none,2
3,HM,ComGame_Producer,3,2,3,6,999,999,999,999,999,anasp,2
3,HM,ComGame_Guesser,3,2,3,1,5,4,1,1,1,none,3
3,HM,ComGame_Producer,3,2,3,5,999,999,999,999,999,nekuki,3
3,HM,ComGame_Guesser,3,2,3,5,2,1,5,5,1,none,4
3,HM,ComGame_Producer,3,2,3,0,999,999,999,999,999,kespi,4
3,HM,ComGame_Guesser,3,2,3,2,4,3,2,2,1,none,5
3,HM,ComGame_Producer,3,2,3,3,999,999,999,999,999,esip,5
3,HM,ComGame_Guesser,3,2,3,4,1,6,0,4,0,none,6
3,HM,ComGame_Producer,3,2,3,7,999,999,999,999,999,aike,6
3,HM,ComGame_Guesser,3,2,3,7,3,2,7,7,1,none,7
3,HM,ComGame_Producer,3,2,3,2,999,999,999,999,999,kesip,7
3,HM,ComGame_Producer,3,4,4,3,999,999,999,999,999,esip,0
3,HM,ComGame_Guesser,3,4,4,1,5,4,1,1,1,none,0
