GroupNum, GroupType, TypeTest, PartID, Partner, Round, Shape, KeyPressed, PositionItem, ChosenItem, GoodItem, ACC, Word, ID_CG
1,HT,block1_passive_exp,2,999,0,5,999,999,999,999,999,nekuki,0
1,HT,block1_passive_exp,2,999,0,3,999,999,999,999,999,esip,0
1,HT,block1_passive_exp,2,999,0,4,999,999,999,999,999,puak,0
1,HT,block1_passive_exp,2,999,0,1,999,999,999,999,999,nus,0
1,HT,block1_passive_exp,2,999,0,2,999,999,999,999,999,kesip,0
1,HT,block1_passive_exp,2,999,0,6,999,999,999,999,999,anap,0
1,HT,block1_passive_exp,2,999,0,7,999,999,999,999,999,aike,0
1,HT,block1_passive_exp,2,999,0,0,999,999,999,999,999,nusa,0
1,HT,testing_set,2,999,0,6,999,999,999,999,1,anap,0
1,HT,testing_set,2,999,0,3,999,999,999,999,0,puak,0
1,HT,testing_set,2,999,0,0,999,999,999,999,1,nusa,0
1,HT,testing_set,2,999,0,7,999,999,999,999,1,aike,0
1,HT,testing_set,2,999,0,2,999,999,999,999,0,esip,0
1,HT,testing_set,2,999,0,5,999,999,999,999,0,kepia,0
1,HT,testing_set,2,999,0,1,999,999,999,999,0,niknik,0
1,HT,testing_set,2,999,0,4,999,999,999,999,0,sapiu,0
1,HT,ComGame_Guesser,2,1,1,3,7,0,4,3,0,none,0
1,HT,ComGame_Producer,2,1,1,7,999,999,999,999,999,aike,0
1,HT,ComGame_Guesser,2,1,1,6,1,1,3,6,0,none,1
1,HT,ComGame_Producer,2,1,1,2,999,999,999,999,999,esip,1
1,HT,ComGame_Guesser,2,1,1,1,3,2,1,1,1,none,2
1,HT,ComGame_Producer,2,1,1,4,999,999,999,999,999,pinesa,2
1,HT,ComGame_Guesser,2,1,1,5,1,3,3,5,0,none,3
1,HT,ComGame_Producer,2,1,1,0,999,999,999,999,999,nusa,3
1,HT,ComGame_Guesser,2,1,1,7,5,4,7,7,1,none,4
1,HT,ComGame_Producer,2,1,1,5,999,999,999,999,999,ekip,4
1,HT,ComGame_Guesser,2,1,1,0,8,5,2,0,0,none,5
1,HT,ComGame_Producer,2,1,1,6,999,999,999,999,999,anap,5
1,HT,ComGame_Guesser,2,1,1,4,2,6,6,4,0,none,6
1,HT,ComGame_Producer,2,1,1,3,999,999,999,999,999,sine,6
1,HT,ComGame_Guesser,2,1,1,2,4,7,5,2,0,none,7
1,HT,ComGame_Producer,2,1,1,1,999,999,999,999,999,pun,7
1,HT,ComGame_Producer,2,4,2,5,999,999,999,999,999,esip,0
1,HT,ComGame_Guesser,2,4,2,1,6,2,0,1,0,none,0
1,HT,ComGame_Producer,2,4,2,3,999,999,999,999,999,niknik,1
1,HT,ComGame_Guesser,2,4,2,7,7,4,4,7,0,none,1
1,HT,ComGame_Producer,2,4,2,4,999,999,999,999,999,enu,2
1,HT,ComGame_Guesser,2,4,2,2,8,7,2,2,1,none,2
1,HT,ComGame_Producer,2,4,2,1,999,999,999,999,999,esip,3
1,HT,ComGame_Guesser,2,4,2,4,6,6,0,4,0,none,3
