GroupNum, GroupType, TypeTest, PartID, Partner, Round, Shape, KeyPressed, PositionItem, ChosenItem, GoodItem, ACC, Word, ID_CG
1,HT,block1_passive_exp,4,999,0,1,999,999,999,999,999,nus,0
1,HT,block1_passive_exp,4,999,0,6,999,999,999,999,999,anap,0
1,HT,block1_passive_exp,4,999,0,5,999,999,999,999,999,nekuki,0
1,HT,block1_passive_exp,4,999,0,4,999,999,999,999,999,puak,0
1,HT,block1_passive_exp,4,999,0,7,999,999,999,999,999,aike,0
1,HT,block1_passive_exp,4,999,0,0,999,999,999,999,999,nusa,0
1,HT,block1_passive_exp,4,999,0,2,999,999,999,999,999,kesip,0
1,HT,block1_passive_exp,4,999,0,3,999,999,999,999,999,esip,0
1,HT,testing_set,4,999,0,5,999,999,999,999,0,nuki,0
1,HT,testing_set,4,999,0,6,999,999,999,999,0,panu,0
1,HT,testing_set,4,999,0,1,999,999,999,999,0,apek,0
1,HT,testing_set,4,999,0,0,999,999,999,999,0,enuk,0
1,HT,testing_set,4,999,0,7,999,999,999,999,0,asik,0
1,HT,testing_set,4,999,0,4,999,999,999,999,0,epuk,0
1,HT,testing_set,4,999,0,2,999,999,999,999,0,seni,0
1,HT,testing_set,4,999,0,3,999,999,999,999,0,esik,0
1,HT,ComGame_Guesser,4,3,1,3,4,0,5,3,0,none,0
1,HT,ComGame_Producer,4,3,1,7,999,999,999,999,999,sanu,0
1,HT,ComGame_Guesser,4,3,1,6,1,1,3,6,0,none,1
1,HT,ComGame_Producer,4,3,1,2,999,999,999,999,999,puki,1
1,HT,ComGame_Guesser,4,3,1,1,6,2,0,1,0,none,2
1,HT,ComGame_Producer,4,3,1,4,999,999,999,999,999,asuk,2
1,HT,ComGame_Guesser,4,3,1,5,1,3,3,5,0,none,3
1,HT,ComGame_Producer,4,3,1,0,999,999,999,999,999,puni,3
1,HT,ComGame_Guesser,4,3,1,7,2,4,6,7,0,none,4
1,HT,ComGame_Producer,4,3,1,5,999,999,999,999,999,puki,4
1,HT,ComGame_Guesser,4,3,1,0,3,5,1,0,0,none,5
1,HT,ComGame_Producer,4,3,1,6,999,999,999,999,999,enu,5
1,HT,ComGame_Guesser,4,3,1,4,8,6,2,4,0,none,6
1,HT,ComGame_Producer,4,3,1,3,999,999,999,999,999,nusa,6
1,HT,ComGame_Guesser,4,3,1,2,5,7,7,2,0,none,7
1,HT,ComGame_Producer,4,3,1,1,999,999,999,999,999,nusa,7
1,HT,ComGame_Guesser,4,2,2,5,5,3,7,5,0,none,0
1,HT,ComGame_Producer,4,2,2,1,999,999,999,999,999,nuki,0
1,HT,ComGame_Guesser,4,2,2,3,2,0,6,3,0,none,1
1,HT,ComGame_Producer,4,2,2,7,999,999,999,999,999,puni,1
1,HT,ComGame_Guesser,4,2,2,4,4,6,5,4,0,none,2
1,HT,ComGame_Producer,4,2,2,2,999,999,999,999,999,punk,2
1,HT,ComGame_Guesser,4,2,2,1,4,2,5,1,0,none,3
1,HT,ComGame_Producer,4,2,2,4,999,999,999,999,999,peik,3
1,HT,ComGame_Guesser,4,2,2,2,6,7,0,2,0,none,4
1,HT,ComGame_Producer,4,2,2,0,999,999,999,999,999,esip,4
1,HT,ComGame_Guesser,4,2,2,6,4,1,5,6,0,none,5
1,HT,ComGame_Producer,4,2,2,3,999,999,999,999,999,kane,5
1,HT,ComGame_Guesser,4,2,2,7,5,4,7,7,1,none,6
1,HT,ComGame_Producer,4,2,2,5,999,999,999,999,999,pun,6
1,HT,ComGame_Guesser,4,2,2,0,4,5,5,0,0,none,7
1,HT,ComGame_Producer,4,2,2,6,999,999,999,999,999,u,7
1,HT,ComGame_Producer,4,1,3,0,999,999,999,999,999,aski,0
1,HT,ComGame_Guesser,4,1,3,4,8,6,2,4,0,none,0
1,HT,ComGame_Producer,4,1,3,5,999,999,999,999,999,pnuk,1
1,HT,ComGame_Guesser,4,1,3,0,6,5,0,0,1,none,1
1,HT,ComGame_Producer,4,1,3,7,999,999,999,999,999,ip,2
1,HT,ComGame_Guesser,4,1,3,2,2,7,6,2,0,none,2
1,HT,ComGame_Producer,4,1,3,2,999,999,999,999,999,pasi,3
1,HT,ComGame_Guesser,4,1,3,1,8,2,2,1,0,none,3
1,HT,ComGame_Producer,4,1,3,1,999,999,999,999,999,pasi,4
1,HT,ComGame_Guesser,4,1,3,5,8,3,2,5,0,none,4
1,HT,ComGame_Producer,4,1,3,6,999,999,999,999,999,uki,5
1,HT,ComGame_Guesser,4,1,3,3,3,0,1,3,0,none,5
1,HT,ComGame_Producer,4,1,3,4,999,999,999,999,999,enip,6
1,HT,ComGame_Guesser,4,1,3,6,2,1,6,6,1,none,6
1,HT,ComGame_Producer,4,1,3,3,999,999,999,999,999,puni,7
1,HT,ComGame_Guesser,4,1,3,7,2,4,6,7,0,none,7
1,HT,ComGame_Guesser,4,3,4,1,7,2,4,1,0,none,0
1,HT,ComGame_Producer,4,3,4,6,999,999,999,999,999,uki,0
1,HT,ComGame_Guesser,4,3,4,6,2,1,6,6,1,none,1
1,HT,ComGame_Producer,4,3,4,5,999,999,999,999,999,puni,1
1,HT,ComGame_Guesser,4,3,4,5,5,3,7,5,0,none,2
1,HT,ComGame_Producer,4,3,4,2,999,999,999,999,999,nusa,2
1,HT,ComGame_Guesser,4,3,4,4,3,6,1,4,0,none,3
1,HT,ComGame_Producer,4,3,4,1,999,999,999,999,999,nu,3
1,HT,ComGame_Guesser,4,3,4,7,5,4,7,7,1,none,4
1,HT,ComGame_Producer,4,3,4,0,999,999,999,999,999,uik,4
1,HT,ComGame_Guesser,4,3,4,0,3,5,1,0,0,none,5
1,HT,ComGame_Producer,4,3,4,4,999,999,999,999,999,uisu,5
1,HT,ComGame_Guesser,4,3,4,2,1,7,3,2,0,none,6
1,HT,ComGame_Producer,4,3,4,3,999,999,999,999,999,esip,6
1,HT,ComGame_Guesser,4,3,4,3,6,0,0,3,0,none,7
1,HT,ComGame_Producer,4,3,4,7,999,999,999,999,999,i,7
1,HT,ComGame_Guesser,4,2,5,6,3,1,1,6,0,none,0
1,HT,ComGame_Producer,4,2,5,5,999,999,999,999,999,puni,0
1,HT,ComGame_Guesser,4,2,5,3,2,0,6,3,0,none,1
1,HT,ComGame_Producer,4,2,5,1,999,999,999,999,999,puis,1
1,HT,ComGame_Guesser,4,2,5,1,3,2,1,1,1,none,2
1,HT,ComGame_Producer,4,2,5,7,999,999,999,999,999,isu,2
1,HT,ComGame_Guesser,4,2,5,0,6,5,0,0,1,none,3
1,HT,ComGame_Producer,4,2,5,3,999,999,999,999,999,snuk,3
1,HT,ComGame_Guesser,4,2,5,7,8,4,2,7,0,none,4
1,HT,ComGame_Producer,4,2,5,6,999,999,999,999,999,ukip,4
1,HT,ComGame_Guesser,4,2,5,2,8,7,2,2,1,none,5
1,HT,ComGame_Producer,4,2,5,4,999,999,999,999,999,aepi,5
1,HT,ComGame_Guesser,4,2,5,5,7,3,4,5,0,none,6
1,HT,ComGame_Producer,4,2,5,2,999,999,999,999,999,pnuk,6
1,HT,ComGame_Guesser,4,2,5,4,7,6,4,4,1,none,7
1,HT,ComGame_Producer,4,2,5,0,999,999,999,999,999,naes,7
1,HT,ComGame_Producer,4,1,6,5,999,999,999,999,999,puni,0
1,HT,ComGame_Guesser,4,1,6,1,1,2,3,1,0,none,0
1,HT,ComGame_Producer,4,1,6,7,999,999,999,999,999,niku,1
1,HT,ComGame_Guesser,4,1,6,5,1,3,3,5,0,none,1
1,HT,ComGame_Producer,4,1,6,6,999,999,999,999,999,uiki,2
1,HT,ComGame_Guesser,4,1,6,2,8,7,2,2,1,none,2
1,HT,ComGame_Producer,4,1,6,4,999,999,999,999,999,uninik,3
1,HT,ComGame_Guesser,4,1,6,3,2,0,6,3,0,none,3
1,HT,ComGame_Producer,4,1,6,0,999,999,999,999,999,piua,4
1,HT,ComGame_Guesser,4,1,6,6,2,1,6,6,1,none,4
1,HT,ComGame_Producer,4,1,6,2,999,999,999,999,999,pnae,5
1,HT,ComGame_Guesser,4,1,6,7,5,4,7,7,1,none,5
1,HT,ComGame_Producer,4,1,6,3,999,999,999,999,999,pipe,6
1,HT,ComGame_Guesser,4,1,6,0,4,5,5,0,0,none,6
1,HT,ComGame_Producer,4,1,6,1,999,999,999,999,999,inik,7
1,HT,ComGame_Guesser,4,1,6,4,2,6,6,4,0,none,7
1,HT,ComGame_Guesser,4,3,7,6,2,1,6,6,1,none,0
1,HT,ComGame_Producer,4,3,7,4,999,999,999,999,999,unik,0
1,HT,ComGame_Guesser,4,3,7,7,5,4,7,7,1,none,1
1,HT,ComGame_Producer,4,3,7,1,999,999,999,999,999,pupu,1
1,HT,ComGame_Guesser,4,3,7,2,8,7,2,2,1,none,2
1,HT,ComGame_Producer,4,3,7,6,999,999,999,999,999,uini,2
1,HT,ComGame_Guesser,4,3,7,4,7,6,4,4,1,none,3
1,HT,ComGame_Producer,4,3,7,3,999,999,999,999,999,pupu,3
1,HT,ComGame_Guesser,4,3,7,0,6,5,0,0,1,none,4
1,HT,ComGame_Producer,4,3,7,2,999,999,999,999,999,kiki,4
1,HT,ComGame_Guesser,4,3,7,3,8,0,2,3,0,none,5
1,HT,ComGame_Producer,4,3,7,7,999,999,999,999,999,inuk,5
1,HT,ComGame_Guesser,4,3,7,1,8,2,2,1,0,none,6
1,HT,ComGame_Producer,4,3,7,5,999,999,999,999,999,puni,6
1,HT,ComGame_Guesser,4,3,7,5,3,3,1,5,0,none,7
1,HT,ComGame_Producer,4,3,7,0,999,999,999,999,999,unun,7
1,HT,ComGame_Guesser,4,2,8,5,7,3,4,5,0,none,0
1,HT,ComGame_Producer,4,2,8,0,999,999,999,999,999,unun,0
1,HT,ComGame_Guesser,4,2,8,0,4,5,5,0,0,none,1
1,HT,ComGame_Producer,4,2,8,4,999,999,999,999,999,unik,1
1,HT,ComGame_Guesser,4,2,8,6,8,1,2,6,0,none,2
1,HT,ComGame_Producer,4,2,8,1,999,999,999,999,999,kipu,2
1,HT,ComGame_Guesser,4,2,8,4,6,6,0,4,0,none,3
1,HT,ComGame_Producer,4,2,8,7,999,999,999,999,999,aeuip,3
1,HT,ComGame_Guesser,4,2,8,1,1,2,3,1,0,none,4
1,HT,ComGame_Producer,4,2,8,2,999,999,999,999,999,pppp,4
1,HT,ComGame_Guesser,4,2,8,7,3,4,1,7,0,none,5
1,HT,ComGame_Producer,4,2,8,6,999,999,999,999,999,kuni,5
1,HT,ComGame_Guesser,4,2,8,2,8,7,2,2,1,none,6
1,HT,ComGame_Producer,4,2,8,3,999,999,999,999,999,uuii,6
1,HT,ComGame_Guesser,4,2,8,3,1,0,3,3,1,none,7
1,HT,ComGame_Producer,4,2,8,5,999,999,999,999,999,pnuski,7
1,HT,ComGame_Producer,4,1,9,3,999,999,999,999,999,ukuki,0
1,HT,ComGame_Guesser,4,1,9,1,4,2,5,1,0,none,0
1,HT,ComGame_Producer,4,1,9,6,999,999,999,999,999,uipek,1
1,HT,ComGame_Guesser,4,1,9,4,7,6,4,4,1,none,1
1,HT,ComGame_Producer,4,1,9,0,999,999,999,999,999,knuis,2
1,HT,ComGame_Guesser,4,1,9,6,4,1,5,6,0,none,2
1,HT,ComGame_Producer,4,1,9,1,999,999,999,999,999,epepi,3
1,HT,ComGame_Guesser,4,1,9,5,8,3,2,5,0,none,3
1,HT,ComGame_Producer,4,1,9,5,999,999,999,999,999,kass,4
1,HT,ComGame_Guesser,4,1,9,0,3,5,1,0,0,none,4
1,HT,ComGame_Producer,4,1,9,2,999,999,999,999,999,unaunaun,5
1,HT,ComGame_Guesser,4,1,9,3,4,0,5,3,0,none,5
1,HT,ComGame_Producer,4,1,9,4,999,999,999,999,999,unik,6
1,HT,ComGame_Guesser,4,1,9,7,5,4,7,7,1,none,6
1,HT,ComGame_Producer,4,1,9,7,999,999,999,999,999,ep,7
1,HT,ComGame_Guesser,4,1,9,2,1,7,3,2,0,none,7
1,HT,final_testing,4,999,0,0,999,999,999,999,999,ununik,0
1,HT,final_testing,4,999,0,2,999,999,999,999,999,kiakiae,0
1,HT,final_testing,4,999,0,3,999,999,999,999,999,siusiu,0
1,HT,final_testing,4,999,0,4,999,999,999,999,999,unik,0
1,HT,final_testing,4,999,0,1,999,999,999,999,999,peipei,0
