GroupNum, GroupType, TypeTest, PartID, Partner, Round, Shape, KeyPressed, PositionItem, ChosenItem, GoodItem, ACC, Word, ID_CG
7,HT,block1_passive_exp,3,999,0,4,999,999,999,999,999,puak,0
7,HT,block1_passive_exp,3,999,0,0,999,999,999,999,999,nusa,0
7,HT,block1_passive_exp,3,999,0,1,999,999,999,999,999,nus,0
7,HT,block1_passive_exp,3,999,0,7,999,999,999,999,999,aike,0
7,HT,block1_passive_exp,3,999,0,6,999,999,999,999,999,anap,0
7,HT,block1_passive_exp,3,999,0,5,999,999,999,999,999,nekuki,0
7,HT,block1_passive_exp,3,999,0,3,999,999,999,999,999,esip,0
7,HT,block1_passive_exp,3,999,0,2,999,999,999,999,999,kesip,0
7,HT,block2_passive_exp,3,999,0,7,999,999,999,999,999,aike,0
7,HT,block2_passive_exp,3,999,0,1,999,999,999,999,999,nus,0
7,HT,block2_passive_exp,3,999,0,4,999,999,999,999,999,puak,0
7,HT,block2_passive_exp,3,999,0,5,999,999,999,999,999,nekuki,0
7,HT,block2_passive_exp,3,999,0,0,999,999,999,999,999,nusa,0
7,HT,block2_passive_exp,3,999,0,6,999,999,999,999,999,anap,0
7,HT,block2_passive_exp,3,999,0,3,999,999,999,999,999,esip,0
7,HT,block2_passive_exp,3,999,0,2,999,999,999,999,999,kesip,0
7,HT,testing_set,3,999,0,3,999,999,999,999,1,esip,0
7,HT,testing_set,3,999,0,6,999,999,999,999,0,anas,0
7,HT,testing_set,3,999,0,7,999,999,999,999,1,aike,0
7,HT,testing_set,3,999,0,2,999,999,999,999,0,nesip,0
7,HT,testing_set,3,999,0,1,999,999,999,999,1,nus,0
7,HT,testing_set,3,999,0,4,999,999,999,999,0,puki,0
7,HT,testing_set,3,999,0,5,999,999,999,999,1,nekuki,0
7,HT,testing_set,3,999,0,0,999,999,999,999,1,nusa,0
7,HT,ComGame_Producer,3,4,1,6,999,999,999,999,999,anas,0
7,HT,ComGame_Guesser,3,4,1,4,6,3,3,4,0,none,0
7,HT,ComGame_Producer,3,4,1,7,999,999,999,999,999,aike,1
7,HT,ComGame_Guesser,3,4,1,1,5,6,0,1,0,none,1
7,HT,ComGame_Producer,3,4,1,2,999,999,999,999,999,nuki,2
7,HT,ComGame_Guesser,3,4,1,6,3,0,2,6,0,none,2
7,HT,ComGame_Producer,3,4,1,4,999,999,999,999,999,nn,3
7,HT,ComGame_Guesser,3,4,1,3,6,5,3,3,1,none,3
7,HT,ComGame_Producer,3,4,1,0,999,999,999,999,999,nusa,4
7,HT,ComGame_Guesser,3,4,1,2,5,2,0,2,0,none,4
7,HT,ComGame_Producer,3,4,1,3,999,999,999,999,999,nukip,5
7,HT,ComGame_Guesser,3,4,1,7,8,1,5,7,0,none,5
7,HT,ComGame_Producer,3,4,1,1,999,999,999,999,999,nus,6
7,HT,ComGame_Guesser,3,4,1,5,1,7,6,5,0,none,6
7,HT,ComGame_Producer,3,4,1,5,999,999,999,999,999,nus,7
7,HT,ComGame_Guesser,3,4,1,0,6,4,3,0,0,none,7
7,HT,ComGame_Guesser,3,1,2,0,3,4,2,0,0,none,0
7,HT,ComGame_Producer,3,1,2,7,999,999,999,999,999,aike,0
7,HT,ComGame_Guesser,3,1,2,2,3,2,2,2,1,none,1
7,HT,ComGame_Producer,3,1,2,1,999,999,999,999,999,nus,1
7,HT,ComGame_Guesser,3,1,2,3,6,5,3,3,1,none,2
7,HT,ComGame_Producer,3,1,2,0,999,999,999,999,999,nusa,2
7,HT,ComGame_Guesser,3,1,2,7,4,1,4,7,0,none,3
7,HT,ComGame_Producer,3,1,2,2,999,999,999,999,999,pinu,3
7,HT,ComGame_Guesser,3,1,2,6,7,0,1,6,0,none,4
7,HT,ComGame_Producer,3,1,2,4,999,999,999,999,999,nepu,4
7,HT,ComGame_Guesser,3,1,2,5,8,7,5,5,1,none,5
7,HT,ComGame_Producer,3,1,2,3,999,999,999,999,999,nukip,5
7,HT,ComGame_Guesser,3,1,2,4,4,3,4,4,1,none,6
7,HT,ComGame_Producer,3,1,2,5,999,999,999,999,999,nuipe,6
7,HT,ComGame_Guesser,3,1,2,1,7,6,1,1,1,none,7
7,HT,ComGame_Producer,3,1,2,6,999,999,999,999,999,anas,7
7,HT,ComGame_Guesser,3,2,3,4,6,3,3,4,0,none,0
7,HT,ComGame_Producer,3,2,3,2,999,999,999,999,999,pinu,0
7,HT,ComGame_Guesser,3,2,3,0,5,4,0,0,1,none,1
7,HT,ComGame_Producer,3,2,3,5,999,999,999,999,999,nuipe,1
7,HT,ComGame_Guesser,3,2,3,1,4,6,4,1,0,none,2
7,HT,ComGame_Producer,3,2,3,4,999,999,999,999,999,pase,2
7,HT,ComGame_Guesser,3,2,3,7,4,1,4,7,0,none,3
7,HT,ComGame_Producer,3,2,3,0,999,999,999,999,999,nusa,3
