GroupNum, GroupType, TypeTest, PartID, Partner, Round, Shape, KeyPressed, PositionItem, ChosenItem, GoodItem, ACC, Word, ID_CG
2,HT,block1_passive_exp,4,999,0,5,999,999,999,999,999,nekuki,0
2,HT,block1_passive_exp,4,999,0,0,999,999,999,999,999,nusa,0
2,HT,block1_passive_exp,4,999,0,6,999,999,999,999,999,anap,0
2,HT,block1_passive_exp,4,999,0,4,999,999,999,999,999,puak,0
2,HT,block1_passive_exp,4,999,0,1,999,999,999,999,999,nus,0
2,HT,block1_passive_exp,4,999,0,7,999,999,999,999,999,aike,0
2,HT,block1_passive_exp,4,999,0,2,999,999,999,999,999,kesip,0
2,HT,block1_passive_exp,4,999,0,3,999,999,999,999,999,esip,0
2,HT,block2_passive_exp,4,999,0,6,999,999,999,999,999,anap,0
2,HT,block2_passive_exp,4,999,0,5,999,999,999,999,999,nekuki,0
2,HT,block2_passive_exp,4,999,0,4,999,999,999,999,999,puak,0
2,HT,block2_passive_exp,4,999,0,7,999,999,999,999,999,aike,0
2,HT,block2_passive_exp,4,999,0,1,999,999,999,999,999,nus,0
2,HT,block2_passive_exp,4,999,0,2,999,999,999,999,999,kesip,0
2,HT,block2_passive_exp,4,999,0,3,999,999,999,999,999,esip,0
2,HT,block2_passive_exp,4,999,0,0,999,999,999,999,999,nusa,0
2,HT,testing_set,4,999,0,6,999,999,999,999,0,kusap,0
2,HT,testing_set,4,999,0,7,999,999,999,999,1,aike,0
2,HT,testing_set,4,999,0,1,999,999,999,999,1,nus,0
2,HT,testing_set,4,999,0,5,999,999,999,999,0,sup,0
2,HT,testing_set,4,999,0,2,999,999,999,999,0,kesi,0
2,HT,testing_set,4,999,0,4,999,999,999,999,0,nuki,0
2,HT,testing_set,4,999,0,3,999,999,999,999,0,esi,0
2,HT,testing_set,4,999,0,0,999,999,999,999,0,nuk,0
2,HT,ComGame_Guesser,4,3,1,5,6,0,6,5,0,none,0
2,HT,ComGame_Producer,4,3,1,1,999,999,999,999,999,nus,0
2,HT,ComGame_Guesser,4,3,1,3,7,1,7,3,0,none,1
2,HT,ComGame_Producer,4,3,1,7,999,999,999,999,999,ekai,1
2,HT,ComGame_Guesser,4,3,1,4,2,2,3,4,0,none,2
2,HT,ComGame_Producer,4,3,1,2,999,999,999,999,999,kesip,2
2,HT,ComGame_Guesser,4,3,1,1,4,3,1,1,1,none,3
2,HT,ComGame_Producer,4,3,1,4,999,999,999,999,999,esip,3
2,HT,ComGame_Guesser,4,3,1,2,5,4,2,2,1,none,4
2,HT,ComGame_Producer,4,3,1,0,999,999,999,999,999,pus,4
2,HT,ComGame_Guesser,4,3,1,6,6,5,6,6,1,none,5
2,HT,ComGame_Producer,4,3,1,3,999,999,999,999,999,esip,5
2,HT,ComGame_Guesser,4,3,1,7,7,6,7,7,1,none,6
2,HT,ComGame_Producer,4,3,1,5,999,999,999,999,999,kukupa,6
2,HT,ComGame_Guesser,4,3,1,0,4,7,1,0,0,none,7
2,HT,ComGame_Producer,4,3,1,6,999,999,999,999,999,anap,7
2,HT,ComGame_Guesser,4,2,2,1,4,3,1,1,1,none,0
2,HT,ComGame_Producer,4,2,2,6,999,999,999,999,999,anap,0
2,HT,ComGame_Guesser,4,2,2,6,6,5,6,6,1,none,1
2,HT,ComGame_Producer,4,2,2,5,999,999,999,999,999,kukupa,1
2,HT,ComGame_Guesser,4,2,2,5,1,0,5,5,1,none,2
2,HT,ComGame_Producer,4,2,2,2,999,999,999,999,999,kesip,2
2,HT,ComGame_Guesser,4,2,2,4,7,2,7,4,0,none,3
2,HT,ComGame_Producer,4,2,2,1,999,999,999,999,999,nus,3
2,HT,ComGame_Guesser,4,2,2,7,7,6,7,7,1,none,4
2,HT,ComGame_Producer,4,2,2,0,999,999,999,999,999,punik,4
2,HT,ComGame_Guesser,4,2,2,0,8,7,0,0,1,none,5
2,HT,ComGame_Producer,4,2,2,4,999,999,999,999,999,seki,5
2,HT,ComGame_Guesser,4,2,2,2,5,4,2,2,1,none,6
2,HT,ComGame_Producer,4,2,2,3,999,999,999,999,999,esip,6
2,HT,ComGame_Guesser,4,2,2,3,2,1,3,3,1,none,7
2,HT,ComGame_Producer,4,2,2,7,999,999,999,999,999,aike,7
2,HT,ComGame_Producer,4,1,3,5,999,999,999,999,999,kukupa,0
2,HT,ComGame_Guesser,4,1,3,1,8,3,0,1,0,none,0
2,HT,ComGame_Producer,4,1,3,7,999,999,999,999,999,aike,1
2,HT,ComGame_Guesser,4,1,3,5,3,0,4,5,0,none,1
2,HT,ComGame_Producer,4,1,3,6,999,999,999,999,999,anap,2
2,HT,ComGame_Guesser,4,1,3,2,5,4,2,2,1,none,2
2,HT,ComGame_Producer,4,1,3,4,999,999,999,999,999,nuki,3
2,HT,ComGame_Guesser,4,1,3,3,2,1,3,3,1,none,3
2,HT,ComGame_Producer,4,1,3,0,999,999,999,999,999,nusa,4
