GroupNum, GroupType, TypeTest, PartID, Partner, Round, Shape, KeyPressed, PositionItem, ChosenItem, GoodItem, ACC, Word, ID_CG
5,HM,block1_passive_exp,4,999,0,1,999,999,999,999,999,nus,0
5,HM,block1_passive_exp,4,999,0,4,999,999,999,999,999,puak,0
5,HM,block1_passive_exp,4,999,0,3,999,999,999,999,999,esip,0
5,HM,block1_passive_exp,4,999,0,6,999,999,999,999,999,anap,0
5,HM,block1_passive_exp,4,999,0,0,999,999,999,999,999,nusa,0
5,HM,block1_passive_exp,4,999,0,5,999,999,999,999,999,nekuki,0
5,HM,block1_passive_exp,4,999,0,7,999,999,999,999,999,aike,0
5,HM,block1_passive_exp,4,999,0,2,999,999,999,999,999,kesip,0
5,HM,block2_passive_exp,4,999,0,3,999,999,999,999,999,esip,0
5,HM,block2_passive_exp,4,999,0,4,999,999,999,999,999,puak,0
5,HM,block2_passive_exp,4,999,0,5,999,999,999,999,999,nekuki,0
5,HM,block2_passive_exp,4,999,0,0,999,999,999,999,999,nusa,0
5,HM,block2_passive_exp,4,999,0,2,999,999,999,999,999,kesip,0
5,HM,block2_passive_exp,4,999,0,7,999,999,999,999,999,aike,0
5,HM,block2_passive_exp,4,999,0,6,999,999,999,999,999,anap,0
5,HM,block2_passive_exp,4,999,0,1,999,999,999,999,999,nus,0
5,HM,testing_set,4,999,0,0,999,999,999,999,1,nusa,0
5,HM,testing_set,4,999,0,6,999,999,999,999,0,anak,0
5,HM,testing_set,4,999,0,1,999,999,999,999,1,nus,0
5,HM,testing_set,4,999,0,2,999,999,999,999,0,esip,0
5,HM,testing_set,4,999,0,5,999,999,999,999,1,nekuki,0
5,HM,testing_set,4,999,0,7,999,999,999,999,1,aike,0
5,HM,testing_set,4,999,0,3,999,999,999,999,1,esip,0
5,HM,testing_set,4,999,0,4,999,999,999,999,1,puak,0
5,HM,ComGame_Guesser,4,3,1,6,1,0,6,6,1,none,0
5,HM,ComGame_Producer,4,3,1,5,999,999,999,999,999,nekuki,0
5,HM,ComGame_Guesser,4,3,1,3,2,1,3,3,1,none,1
5,HM,ComGame_Producer,4,3,1,1,999,999,999,999,999,nus,1
5,HM,ComGame_Guesser,4,3,1,1,3,2,1,1,1,none,2
5,HM,ComGame_Producer,4,3,1,7,999,999,999,999,999,aike,2
5,HM,ComGame_Guesser,4,3,1,0,6,3,2,0,0,none,3
5,HM,ComGame_Producer,4,3,1,3,999,999,999,999,999,esip,3
5,HM,ComGame_Guesser,4,3,1,7,5,4,7,7,1,none,4
5,HM,ComGame_Producer,4,3,1,6,999,999,999,999,999,anap,4
5,HM,ComGame_Guesser,4,3,1,2,8,5,4,2,0,none,5
5,HM,ComGame_Producer,4,3,1,4,999,999,999,999,999,puak,5
